Location,Race/Ethnicity,TimeFrame,DataFormat,Data,Fips
The Rockaways,White,2016,Number,42536,414
Bronx,White,2016,Number,137901,36005
Brooklyn,White,2016,Number,933985,36047
Manhattan,White,2016,Number,769598,36061
Queens,White,2016,Number,592151,36081
Staten Island,White,2016,Number,296338,36085
New York City,White,2016,Number,2729973,3651000
Riverdale,Combination or Another Race,2016,Number,2116,208
Williamsbridge,Combination or Another Race,2016,Number,2779,212
Throgs Neck,Combination or Another Race,2016,Number,2447,210
Pelham Parkway,Combination or Another Race,2016,Number,2646,211
Morrisania,Combination or Another Race,2016,Number,841.01624,203
East Tremont,Combination or Another Race,2016,Number,877.98376,206
Bedford Park,Combination or Another Race,2016,Number,2509,207
University Heights,Combination or Another Race,2016,Number,1313,205
Concourse/Highbridge,Combination or Another Race,2016,Number,1930,204
Unionport/Soundview,Combination or Another Race,2016,Number,5218,209
Mott Haven,Combination or Another Race,2016,Number,870.77559,201
Hunts Point,Combination or Another Race,2016,Number,497.22441,202
Washington Heights,Combination or Another Race,2016,Number,3233,112
Manhattanville,Combination or Another Race,2016,Number,4605,109
Central Harlem,Combination or Another Race,2016,Number,3693,110
East Harlem,Combination or Another Race,2016,Number,2694,111
Upper East Side,Combination or Another Race,2016,Number,5732,108
Upper West Side,Combination or Another Race,2016,Number,5007,107
Chelsea/Clinton,Combination or Another Race,2016,Number,2733.77522,104
Midtown Business District,Combination or Another Race,2016,Number,1368.22478,105
Murray Hill/Stuyvesant,Combination or Another Race,2016,Number,3911,106
Lower East Side,Combination or Another Race,2016,Number,4552,103
Battery Park/Tribeca,Combination or Another Race,2016,Number,1973.58495,101
Greenwich Village,Combination or Another Race,2016,Number,2913.41505,102
Tottenville,Combination or Another Race,2016,Number,1756,503
South Beach,Combination or Another Race,2016,Number,2195,502
St. George,Combination or Another Race,2016,Number,5007,501
Williamsburg/Greenpoint,Combination or Another Race,2016,Number,3112,301
Bushwick,Combination or Another Race,2016,Number,1959,304
Bedford Stuyvesant,Combination or Another Race,2016,Number,2589,303
Fort Greene/Brooklyn Hts,Combination or Another Race,2016,Number,5621,302
Park Slope,Combination or Another Race,2016,Number,5328,306
Crown Heights North,Combination or Another Race,2016,Number,4140,308
Brownsville,Combination or Another Race,2016,Number,1123,316
East New York,Combination or Another Race,2016,Number,3462,305
Canarsie,Combination or Another Race,2016,Number,3092,318
East Flatbush,Combination or Another Race,2016,Number,2156,317
Crown Heights South,Combination or Another Race,2016,Number,2420,309
Sunset Park,Combination or Another Race,2016,Number,2195,307
Bay Ridge,Combination or Another Race,2016,Number,1957,310
Borough Park,Combination or Another Race,2016,Number,2877,312
Flatbush/Midwood,Combination or Another Race,2016,Number,4207,314
Sheepshead Bay,Combination or Another Race,2016,Number,2515,315
Bensonhurst,Combination or Another Race,2016,Number,2566,311
Coney Island,Combination or Another Race,2016,Number,2361,313
Astoria,Combination or Another Race,2016,Number,4376,401
Jackson Heights,Combination or Another Race,2016,Number,2460,403
Flushing,Combination or Another Race,2016,Number,5816,407
Bayside,Combination or Another Race,2016,Number,2804,411
Queens Village,Combination or Another Race,2016,Number,10615,413
Fresh Meadows/Briarwood,Combination or Another Race,2016,Number,6906,408
Elmhurst/Corona,Combination or Another Race,2016,Number,2378,404
Rego Park/Forest Hills,Combination or Another Race,2016,Number,3163,406
Sunnyside/Woodside,Combination or Another Race,2016,Number,2979,402
Ridgewood/Glendale,Combination or Another Race,2016,Number,2063,405
Woodhaven,Combination or Another Race,2016,Number,11978,409
Jamaica/St. Albans,Combination or Another Race,2016,Number,17520,412
Howard Beach,Combination or Another Race,2016,Number,21827,410
The Rockaways,Combination or Another Race,2016,Number,2463,414
Bronx,Combination or Another Race,2016,Number,24045,36005
Brooklyn,Combination or Another Race,2016,Number,53680,36047
Manhattan,Combination or Another Race,2016,Number,42416,36061
Queens,Combination or Another Race,2016,Number,97339,36081
Staten Island,Combination or Another Race,2016,Number,8958,36085
New York City,Combination or Another Race,2016,Number,226438,3651000
Riverdale,Native American,2016,Number,270,208
Williamsbridge,Native American,2016,Number,462,212
Throgs Neck,Native American,2016,Number,199,210
Pelham Parkway,Native American,2016,Number,119,211
Morrisania,Native American,2016,Number,107.63442,203
East Tremont,Native American,2016,Number,112.36558,206
Bedford Park,Native American,2016,Number,287,207
University Heights,Native American,2016,Number,183,205
Concourse/Highbridge,Native American,2016,Number,495,204
Unionport/Soundview,Native American,2016,Number,358,209
Mott Haven,Native American,2016,Number,311.90061,201
Hunts Point,Native American,2016,Number,178.09939,202
Washington Heights,Native American,2016,Number,63,112
Manhattanville,Native American,2016,Number,148,109
Central Harlem,Native American,2016,Number,396,110
East Harlem,Native American,2016,Number,35,111
Upper East Side,Native American,2016,Number,378,108
Upper West Side,Native American,2016,Number,115,107
Chelsea/Clinton,Native American,2016,Number,137.28857,104
Midtown Business District,Native American,2016,Number,68.71143,105
Murray Hill/Stuyvesant,Native American,2016,Number,242,106
Lower East Side,Native American,2016,Number,281,103
Battery Park/Tribeca,Native American,2016,Number,90.86487,101
Greenwich Village,Native American,2016,Number,134.13513,102
Tottenville,Native American,2016,Number,197,503
South Beach,Native American,2016,Number,73,502
St. George,Native American,2016,Number,293,501
Williamsburg/Greenpoint,Native American,2016,Number,229,301
Bushwick,Native American,2016,Number,164,304
Bedford Stuyvesant,Native American,2016,Number,231,303
Fort Greene/Brooklyn Hts,Native American,2016,Number,40,302
Park Slope,Native American,2016,Number,117,306
Crown Heights North,Native American,2016,Number,273,308
Brownsville,Native American,2016,Number,277,316
East New York,Native American,2016,Number,197,305
Canarsie,Native American,2016,Number,372,318
East Flatbush,Native American,2016,Number,126,317
Crown Heights South,Native American,2016,Number,187,309
Sunset Park,Native American,2016,Number,160,307
Bay Ridge,Native American,2016,Number,269,310
Borough Park,Native American,2016,Number,472,312
Flatbush/Midwood,Native American,2016,Number,148,314
Sheepshead Bay,Native American,2016,Number,275,315
Bensonhurst,Native American,2016,Number,122,311
Coney Island,Native American,2016,Number,345,313
Astoria,Native American,2016,Number,322,401
Jackson Heights,Native American,2016,Number,190,403
Flushing,Native American,2016,Number,572,407
Bayside,Native American,2016,Number,70,411
Queens Village,Native American,2016,Number,325,413
Fresh Meadows/Briarwood,Native American,2016,Number,234,408
Elmhurst/Corona,Native American,2016,Number,321,404
Rego Park/Forest Hills,Native American,2016,Number,261,406
Sunnyside/Woodside,Native American,2016,Number,123,402
Ridgewood/Glendale,Native American,2016,Number,110,405
Woodhaven,Native American,2016,Number,633,409
Jamaica/St. Albans,Native American,2016,Number,858,412
Howard Beach,Native American,2016,Number,758,410
The Rockaways,Native American,2016,Number,210,414
Bronx,Native American,2016,Number,3083,36005
Brooklyn,Native American,2016,Number,4004,36047
Manhattan,Native American,2016,Number,2089,36061
Queens,Native American,2016,Number,4987,36081
Staten Island,Native American,2016,Number,563,36085
New York City,Native American,2016,Number,14726,3651000
Riverdale,Asian and Pacific Islander,2016,Percent,0.0526,208
Williamsbridge,Asian and Pacific Islander,2016,Percent,0.02739,212
Throgs Neck,Asian and Pacific Islander,2016,Percent,0.02962,210
Pelham Parkway,Asian and Pacific Islander,2016,Percent,0.07563,211
Morrisania,Asian and Pacific Islander,2016,Percent,0.00814,203
East Tremont,Asian and Pacific Islander,2016,Percent,0.00814,206
Bedford Park,Asian and Pacific Islander,2016,Percent,0.06194,207
University Heights,Asian and Pacific Islander,2016,Percent,0.01483,205
Concourse/Highbridge,Asian and Pacific Islander,2016,Percent,0.01713,204
Unionport/Soundview,Asian and Pacific Islander,2016,Percent,0.07053,209
Mott Haven,Asian and Pacific Islander,2016,Percent,0.00908,201
Hunts Point,Asian and Pacific Islander,2016,Percent,0.00908,202
Washington Heights,Asian and Pacific Islander,2016,Percent,0.0274,112
Manhattanville,Asian and Pacific Islander,2016,Percent,0.08372,109
Central Harlem,Asian and Pacific Islander,2016,Percent,0.03271,110
East Harlem,Asian and Pacific Islander,2016,Percent,0.07638,111
Upper East Side,Asian and Pacific Islander,2016,Percent,0.09405,108
Upper West Side,Asian and Pacific Islander,2016,Percent,0.09159,107
Chelsea/Clinton,Asian and Pacific Islander,2016,Percent,0.16199,104
Midtown Business District,Asian and Pacific Islander,2016,Percent,0.16199,105
Murray Hill/Stuyvesant,Asian and Pacific Islander,2016,Percent,0.15794,106
Lower East Side,Asian and Pacific Islander,2016,Percent,0.31093,103
Battery Park/Tribeca,Asian and Pacific Islander,2016,Percent,0.15905,101
Greenwich Village,Asian and Pacific Islander,2016,Percent,0.15905,102
Tottenville,Asian and Pacific Islander,2016,Percent,0.04669,503
South Beach,Asian and Pacific Islander,2016,Percent,0.12621,502
St. George,Asian and Pacific Islander,2016,Percent,0.07521,501
Williamsburg/Greenpoint,Asian and Pacific Islander,2016,Percent,0.0731,301
Bushwick,Asian and Pacific Islander,2016,Percent,0.04826,304
Bedford Stuyvesant,Asian and Pacific Islander,2016,Percent,0.03191,303
Fort Greene/Brooklyn Hts,Asian and Pacific Islander,2016,Percent,0.09195,302
Park Slope,Asian and Pacific Islander,2016,Percent,0.06393,306
Crown Heights North,Asian and Pacific Islander,2016,Percent,0.03727,308
Brownsville,Asian and Pacific Islander,2016,Percent,0.01459,316
East New York,Asian and Pacific Islander,2016,Percent,0.04515,305
Canarsie,Asian and Pacific Islander,2016,Percent,0.0436,318
East Flatbush,Asian and Pacific Islander,2016,Percent,0.01409,317
Crown Heights South,Asian and Pacific Islander,2016,Percent,0.01913,309
Sunset Park,Asian and Pacific Islander,2016,Percent,0.32392,307
Bay Ridge,Asian and Pacific Islander,2016,Percent,0.24007,310
Borough Park,Asian and Pacific Islander,2016,Percent,0.14021,312
Flatbush/Midwood,Asian and Pacific Islander,2016,Percent,0.10545,314
Sheepshead Bay,Asian and Pacific Islander,2016,Percent,0.16118,315
Bensonhurst,Asian and Pacific Islander,2016,Percent,0.39135,311
Coney Island,Asian and Pacific Islander,2016,Percent,0.14493,313
Astoria,Asian and Pacific Islander,2016,Percent,0.15966,401
Jackson Heights,Asian and Pacific Islander,2016,Percent,0.16988,403
Flushing,Asian and Pacific Islander,2016,Percent,0.52176,407
Bayside,Asian and Pacific Islander,2016,Percent,0.42759,411
Queens Village,Asian and Pacific Islander,2016,Percent,0.15074,413
Fresh Meadows/Briarwood,Asian and Pacific Islander,2016,Percent,0.33898,408
Elmhurst/Corona,Asian and Pacific Islander,2016,Percent,0.33159,404
Rego Park/Forest Hills,Asian and Pacific Islander,2016,Percent,0.27216,406
Sunnyside/Woodside,Asian and Pacific Islander,2016,Percent,0.35192,402
Ridgewood/Glendale,Asian and Pacific Islander,2016,Percent,0.0838,405
Woodhaven,Asian and Pacific Islander,2016,Percent,0.26335,409
Jamaica/St. Albans,Asian and Pacific Islander,2016,Percent,0.11655,412
Howard Beach,Asian and Pacific Islander,2016,Percent,0.21093,410
The Rockaways,Asian and Pacific Islander,2016,Percent,0.03917,414
Bronx,Asian and Pacific Islander,2016,Percent,0.03611,36005
Brooklyn,Asian and Pacific Islander,2016,Percent,0.11614,36047
Manhattan,Asian and Pacific Islander,2016,Percent,0.11704,36061
Queens,Asian and Pacific Islander,2016,Percent,0.24664,36081
Staten Island,Asian and Pacific Islander,2016,Percent,0.07981,36085
New York City,Asian and Pacific Islander,2016,Percent,0.13632,3651000
Riverdale,Black,2016,Percent,0.12419,208
Williamsbridge,Black,2016,Percent,0.65516,212
Throgs Neck,Black,2016,Percent,0.28507,210
Pelham Parkway,Black,2016,Percent,0.2153,211
Morrisania,Black,2016,Percent,0.30069,203
East Tremont,Black,2016,Percent,0.30069,206
Bedford Park,Black,2016,Percent,0.15369,207
University Heights,Black,2016,Percent,0.27358,205
Concourse/Highbridge,Black,2016,Percent,0.30828,204
Unionport/Soundview,Black,2016,Percent,0.28834,209
Mott Haven,Black,2016,Percent,0.28167,201
Hunts Point,Black,2016,Percent,0.28167,202
Washington Heights,Black,2016,Percent,0.07821,112
